# clock	walking	resting	collected_food	energy
2160	14	6	28	-5187
2161	14	6	28	-5201
2162	14	6	28	-5215
2163	14	6	28	-5229
2164	14	6	28	-5243
2165	14	6	28	-5257
2166	14	6	28	-5271
2167	14	6	28	-5285
2168	14	6	28	-5299
2169	14	6	28	-5313
2170	14	6	28	-5327
2171	14	6	28	-5341
2172	14	6	28	-5355
2173	14	6	29	-4369
2174	14	6	29	-4383
2175	14	6	29	-4397
2176	14	6	29	-4411
2177	14	6	29	-4425
2178	14	6	29	-4439
2179	14	6	29	-4453
2180	14	6	29	-4467
2181	14	6	29	-4481
2182	14	6	29	-4495
2183	14	6	29	-4509
2184	14	6	29	-4523
2185	14	6	30	-3537
2186	14	6	30	-3551
2187	14	6	30	-3565
2188	14	6	30	-3579
2189	14	6	30	-3593
2190	14	6	30	-3607
2191	14	6	30	-3621
2192	14	6	31	-2635
2193	14	6	31	-2649
2194	14	6	32	-1663
2195	14	6	32	-1677
2196	14	6	32	-1691
2197	14	6	32	-1705
2198	14	6	32	-1719
2199	14	6	32	-1733
2200	14	6	32	-1747
2201	14	6	32	-1761
2202	14	6	32	-1775
2203	14	6	32	-1789
2204	14	6	32	-1803
2205	14	6	32	-1817
2206	14	6	32	-1831
2207	14	6	32	-1845
2208	14	6	32	-1859
2209	14	6	32	-1873
2210	14	6	32	-1887
2211	14	6	32	-1901
2212	14	6	32	-1915
2213	14	6	32	-1929
2214	14	6	32	-1943
2215	14	6	32	-1957
2216	14	6	32	-1971
2217	14	6	32	-1985
2218	14	6	32	-1999
2219	14	6	32	-2013
2220	14	6	32	-2027
2221	14	6	32	-2041
2222	14	6	32	-2055
2223	14	6	32	-2069
2224	13	7	32	-2082
2225	13	7	32	-2095
2226	13	7	32	-2108
2227	13	7	32	-2121
2228	13	7	32	-2134
2229	13	7	32	-2147
2230	13	7	33	-1160
2231	12	8	33	-1172
2232	12	8	33	-1184
2233	12	8	33	-1196
2234	12	8	33	-1208
2235	12	8	33	-1220
2236	12	8	33	-1232
2237	12	8	33	-1244
2238	12	8	33	-1256
2239	12	8	33	-1268
2240	12	8	33	-1280
2241	12	8	33	-1292
2242	12	8	33	-1304
2243	11	9	33	-1315
2244	11	9	33	-1326
2245	11	9	33	-1337
2246	11	9	33	-1348
2247	11	9	33	-1359
2248	11	9	33	-1370
2249	11	9	33	-1381
2250	11	9	33	-1392
2251	10	10	33	-1402
2252	9	11	33	-1411
2253	9	11	33	-1420
2254	9	11	33	-1429
2255	8	12	33	-1437
2256	8	12	33	-1445
2257	8	12	33	-1453
2258	8	12	33	-1461
2259	8	12	33	-1469
2260	8	12	33	-1477
2261	8	12	33	-1485
2262	8	12	33	-1493
2263	8	12	33	-1501
2264	8	12	33	-1509
2265	8	12	33	-1517
2266	8	12	33	-1525
2267	8	12	33	-1533
2268	8	12	33	-1541
2269	8	12	33	-1549
2270	8	12	33	-1557
2271	8	12	33	-1565
2272	8	12	33	-1573
2273	8	12	33	-1581
2274	8	12	33	-1589
2275	8	12	33	-1597
2276	8	12	33	-1605
2277	8	12	33	-1613
2278	8	12	33	-1621
2279	7	13	33	-1628
2280	7	13	33	-1635
2281	7	13	33	-1642
2282	7	13	33	-1649
2283	7	13	33	-1656
2284	7	13	33	-1663
2285	7	13	33	-1670
2286	7	13	33	-1677
2287	7	13	33	-1684
2288	7	13	33	-1691
2289	7	13	33	-1698
2290	7	13	33	-1705
2291	6	14	33	-1711
2292	6	14	33	-1717
2293	6	14	33	-1723
2294	6	14	33	-1729
2295	6	14	33	-1735
2296	6	14	33	-1741
2297	6	14	33	-1747
2298	6	14	33	-1753
2299	6	14	33	-1759
2300	6	14	33	-1765
2301	6	14	33	-1771
2302	6	14	33	-1777
2303	6	14	33	-1783
2304	6	14	33	-1789
2305	6	14	33	-1795
2306	6	14	33	-1801
2307	6	14	33	-1807
2308	6	14	33	-1813
2309	6	14	33	-1819
2310	6	14	33	-1825
2311	5	15	33	-1830
2312	5	15	33	-1835
2313	5	15	33	-1840
2314	5	15	33	-1845
2315	5	15	33	-1850
2316	5	15	33	-1855
2317	5	15	33	-1860
2318	5	15	33	-1865
2319	5	15	33	-1870
2320	5	15	33	-1875
2321	5	15	33	-1880
2322	5	15	33	-1885
2323	5	15	33	-1890
2324	5	15	33	-1895
2325	5	15	33	-1900
2326	5	15	33	-1905
2327	6	14	33	-1911
2328	6	14	33	-1917
2329	6	14	33	-1923
2330	6	14	33	-1929
2331	6	14	33	-1935
2332	6	14	33	-1941
2333	6	14	33	-1947
2334	6	14	33	-1953
2335	6	14	33	-1959
2336	6	14	33	-1965
2337	6	14	33	-1971
2338	6	14	33	-1977
2339	6	14	33	-1983
2340	6	14	33	-1989
2341	6	14	33	-1995
2342	6	14	33	-2001
2343	6	14	33	-2007
2344	6	14	33	-2013
2345	6	14	33	-2019
2346	6	14	33	-2025
2347	6	14	33	-2031
2348	6	14	33	-2037
2349	6	14	33	-2043
2350	6	14	33	-2049
2351	6	14	33	-2055
2352	6	14	34	-1061
2353	6	14	34	-1067
2354	7	13	34	-1074
2355	7	13	34	-1081
2356	7	13	34	-1088
2357	7	13	34	-1095
2358	8	12	34	-1103
2359	8	12	34	-1111
2360	8	12	34	-1119
2361	8	12	34	-1127
2362	8	12	34	-1135
2363	8	12	34	-1143
2364	7	13	34	-1150
2365	7	13	34	-1157
2366	8	12	34	-1165
2367	8	12	34	-1173
2368	8	12	34	-1181
2369	9	11	34	-1190
2370	9	11	34	-1199
2371	9	11	34	-1208
2372	9	11	34	-1217
2373	9	11	34	-1226
2374	9	11	34	-1235
2375	9	11	34	-1244
2376	9	11	34	-1253
2377	9	11	34	-1262
2378	9	11	34	-1271
2379	9	11	34	-1280
2380	9	11	34	-1289
2381	9	11	34	-1298
2382	9	11	34	-1307
2383	9	11	34	-1316
2384	9	11	34	-1325
2385	9	11	34	-1334
2386	9	11	34	-1343
2387	9	11	34	-1352
2388	9	11	34	-1361
2389	9	11	34	-1370
2390	9	11	34	-1379
2391	9	11	34	-1388
2392	9	11	34	-1397
2393	9	11	34	-1406
2394	9	11	34	-1415
2395	9	11	34	-1424
2396	10	10	34	-1434
2397	10	10	34	-1444
2398	10	10	34	-1454
2399	10	10	34	-1464
2400	10	10	34	-1474
2401	10	10	34	-1484
2402	10	10	34	-1494
2403	10	10	34	-1504
2404	10	10	34	-1514
2405	10	10	34	-1524
2406	10	10	34	-1534
2407	10	10	34	-1544
2408	10	10	34	-1554
2409	10	10	34	-1564
2410	10	10	34	-1574
2411	10	10	34	-1584
2412	10	10	34	-1594
2413	10	10	34	-1604
2414	10	10	34	-1614
2415	10	10	34	-1624
2416	9	11	34	-1633
2417	9	11	34	-1642
2418	9	11	34	-1651
2419	9	11	34	-1660
2420	9	11	34	-1669
2421	9	11	34	-1678
2422	9	11	34	-1687
2423	9	11	34	-1696
2424	9	11	34	-1705
2425	9	11	34	-1714
2426	9	11	34	-1723
2427	9	11	34	-1732
2428	9	11	34	-1741
2429	9	11	34	-1750
2430	9	11	34	-1759
2431	10	10	34	-1769
2432	10	10	34	-1779
2433	10	10	34	-1789
2434	10	10	34	-1799
2435	10	10	34	-1809
2436	10	10	34	-1819
2437	10	10	34	-1829
2438	10	10	34	-1839
2439	10	10	34	-1849
2440	10	10	34	-1859
2441	10	10	34	-1869
2442	10	10	34	-1879
2443	10	10	34	-1889
2444	10	10	34	-1899
2445	10	10	34	-1909
2446	10	10	34	-1919
2447	11	9	34	-1930
2448	11	9	34	-1941
2449	11	9	34	-1952
2450	11	9	34	-1963
2451	11	9	34	-1974
2452	11	9	34	-1985
2453	11	9	34	-1996
2454	11	9	34	-2007
2455	11	9	34	-2018
2456	11	9	34	-2029
2457	11	9	34	-2040
2458	11	9	34	-2051
2459	11	9	34	-2062
2460	11	9	34	-2073
2461	11	9	34	-2084
2462	11	9	34	-2095
2463	11	9	34	-2106
2464	12	8	34	-2118
2465	12	8	34	-2130
2466	12	8	34	-2142
2467	12	8	34	-2154
2468	12	8	34	-2166
2469	12	8	34	-2178
2470	12	8	34	-2190
2471	12	8	34	-2202
2472	12	8	34	-2214
2473	12	8	34	-2226
2474	12	8	35	-1238
2475	12	8	35	-1250
2476	12	8	35	-1262
2477	12	8	35	-1274
2478	12	8	35	-1286
2479	13	7	35	-1299
2480	13	7	35	-1312
2481	13	7	35	-1325
2482	13	7	35	-1338
2483	13	7	35	-1351
2484	13	7	35	-1364
2485	13	7	35	-1377
2486	13	7	35	-1390
2487	13	7	35	-1403
2488	13	7	35	-1416
2489	13	7	35	-1429
2490	13	7	35	-1442
2491	13	7	35	-1455
2492	13	7	35	-1468
2493	13	7	35	-1481
2494	14	6	35	-1495
